==========================================
SLURM_JOB_ID = 7188730
SLURM_JOB_NODELIST = a02-11
TMPDIR = /tmp/SLURM_7188730
==========================================
Using GATK jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar GenotypeGVCFs -R Kr2015_Undaria.pinnatifida_superscaffolds.fasta --sequence-dictionary Kr2015_Undaria.pinnatifida_superscaffolds.dict -V gendb://0011-scattered.interval_list_data -O 0011-scattered.interval_list.vcf.gz
11:34:18.851 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jan 21, 2022 11:34:18 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
11:34:18.941 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:18.942 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.2.2.0
11:34:18.942 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
11:34:18.942 INFO  GenotypeGVCFs - Executing as mharden@a02-11.hpc.usc.edu on Linux v3.10.0-1062.4.1.el7.x86_64 amd64
11:34:18.942 INFO  GenotypeGVCFs - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_302-b08
11:34:18.942 INFO  GenotypeGVCFs - Start Date/Time: January 21, 2022 11:34:18 AM PST
11:34:18.942 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:18.942 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Version: 2.24.1
11:34:18.943 INFO  GenotypeGVCFs - Picard Version: 2.25.4
11:34:18.943 INFO  GenotypeGVCFs - Built for Spark Version: 2.4.5
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
11:34:18.943 INFO  GenotypeGVCFs - Deflater: IntelDeflater
11:34:18.943 INFO  GenotypeGVCFs - Inflater: IntelInflater
11:34:18.943 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
11:34:18.943 INFO  GenotypeGVCFs - Requester pays: disabled
11:34:18.943 INFO  GenotypeGVCFs - Initializing engine
11:34:19.348 INFO  GenomicsDBLibLoader - GenomicsDB native library version : 1.4.1-d59e886
11:34:19.709 info  NativeGenomicsDB - pid=52045 tid=52046 No valid combination operation found for INFO field InbreedingCoeff  - the field will NOT be part of INFO fields in the generated VCF records
11:34:19.709 info  NativeGenomicsDB - pid=52045 tid=52046 No valid combination operation found for INFO field MLEAC  - the field will NOT be part of INFO fields in the generated VCF records
11:34:19.709 info  NativeGenomicsDB - pid=52045 tid=52046 No valid combination operation found for INFO field MLEAF  - the field will NOT be part of INFO fields in the generated VCF records
11:34:19.978 INFO  GenotypeGVCFs - Done initializing engine
11:34:20.007 INFO  ProgressMeter - Starting traversal
11:34:20.007 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
13:09:36.850 INFO  ProgressMeter -         LG03:4320336             95.3              11109000         116592.3
13:09:48.483 INFO  ProgressMeter -         LG03:4388010             95.5              11174000         117036.4
13:10:36.572 INFO  ProgressMeter -         LG03:4405128             96.3              11191000         116238.6
13:10:46.636 INFO  ProgressMeter -         LG03:4500472             96.4              11273000         116886.7
13:11:08.917 INFO  ProgressMeter -         LG03:4506525             96.8              11279000         116500.3
13:11:19.468 INFO  ProgressMeter -         LG03:4560279             97.0              11331000         116825.3
13:12:03.222 INFO  ProgressMeter -         LG03:4591620             97.7              11358000         116229.8
13:12:13.289 INFO  ProgressMeter -         LG03:4656333             97.9              11419000         116653.7
13:12:40.153 INFO  ProgressMeter -         LG03:4692804             98.3              11448000         116417.5
13:12:50.185 INFO  ProgressMeter -         LG03:4796997             98.5              11520000         116950.8
13:13:38.733 INFO  ProgressMeter -         LG03:4827535             99.3              11550000         116300.0
13:13:48.766 INFO  ProgressMeter -         LG03:4903832             99.5              11615000         116757.9
13:14:15.581 INFO  ProgressMeter -         LG03:4963906             99.9              11655000         116636.0
13:14:25.618 INFO  ProgressMeter -         LG03:5032836            100.1              11721000         117100.5
13:15:15.366 INFO  ProgressMeter -         LG03:5067919            100.9              11755000         116475.3
13:15:26.713 INFO  ProgressMeter -         LG03:5189132            101.1              11848000         117177.3
13:15:53.785 INFO  ProgressMeter -         LG03:5242611            101.6              11887000         117040.7
13:16:03.797 INFO  ProgressMeter -         LG03:5314388            101.7              11955000         117517.1
13:16:48.816 INFO  ProgressMeter -         LG03:5353131            102.5              11990000         116998.3
13:16:58.821 INFO  ProgressMeter -         LG03:5440135            102.6              12068000         117568.1
13:17:23.227 INFO  ProgressMeter -         LG03:5482057            103.1              12103000         117443.7
13:17:33.252 INFO  ProgressMeter -         LG03:5557623            103.2              12176000         117960.8
13:18:25.638 INFO  ProgressMeter -         LG03:5589873            104.1              12208000         117278.8
13:18:35.676 INFO  ProgressMeter -         LG03:5657742            104.3              12275000         117733.2
13:19:02.821 INFO  ProgressMeter -         LG03:5684416            104.7              12301000         117472.8
13:19:12.836 INFO  ProgressMeter -         LG03:5739031            104.9              12353000         117781.7
13:20:05.763 INFO  ProgressMeter -         LG03:5770515            105.8              12383000         117083.0
13:20:17.413 INFO  ProgressMeter -         LG03:5864632            106.0              12460000         117595.1
13:20:46.165 INFO  ProgressMeter -         LG03:5899913            106.4              12491000         117356.9
13:20:56.187 INFO  ProgressMeter -         LG03:5962971            106.6              12549000         117717.1
13:21:40.758 INFO  ProgressMeter -         LG03:5986080            107.3              12572000         117116.8
13:21:50.792 INFO  ProgressMeter -         LG03:6050240            107.5              12634000         117511.3
13:22:17.505 INFO  ProgressMeter -         LG03:6088664            108.0              12666000         117323.1
13:22:27.535 INFO  ProgressMeter -         LG03:6158376            108.1              12727000         117705.9
13:23:15.680 INFO  ProgressMeter -         LG03:6189123            108.9              12757000         117114.2
13:23:26.212 INFO  ProgressMeter -         LG03:6285952            109.1              12836000         117649.8
13:23:51.177 INFO  ProgressMeter -         LG03:6330213            109.5              12870000         117513.3
13:24:01.242 INFO  ProgressMeter -         LG03:6395402            109.7              12926000         117844.1
13:24:51.262 INFO  ProgressMeter -         LG03:6438451            110.5              12965000         117308.1
13:25:01.284 INFO  ProgressMeter -         LG03:6527988            110.7              13035000         117763.5
13:25:24.050 INFO  ProgressMeter -         LG03:6570063            111.1              13070000         117676.3
13:25:35.842 INFO  ProgressMeter -         LG03:6644806            111.3              13144000         118133.5
13:26:20.826 INFO  ProgressMeter -         LG03:6657071            112.0              13156000         117450.0
13:26:48.227 INFO  ProgressMeter -         LG03:6764147            112.5              13249000         117800.0
13:26:59.300 INFO  ProgressMeter -         LG03:6842396            112.7              13324000         118272.7
13:27:43.079 INFO  ProgressMeter -         LG03:6856401            113.4              13338000         117635.1
13:27:53.111 INFO  ProgressMeter -         LG03:6948723            113.6              13421000         118192.8
13:28:14.501 INFO  ProgressMeter -         LG03:6959097            113.9              13431000         117910.7
13:28:25.469 INFO  ProgressMeter -         LG03:7032851            114.1              13501000         118335.3
13:29:12.413 INFO  ProgressMeter -         LG03:7050012            114.9              13518000         117677.3
13:29:43.193 INFO  ProgressMeter -         LG03:7134292            115.4              13602000         117882.1
13:29:53.875 INFO  ProgressMeter -         LG03:7203715            115.6              13669000         118280.3
13:30:39.692 INFO  ProgressMeter -         LG03:7221852            116.3              13687000         117658.6
13:30:49.750 INFO  ProgressMeter -         LG03:7313270            116.5              13772000         118218.9
13:31:10.225 INFO  ProgressMeter -         LG03:7315274            116.8              13774000         117890.8
13:31:21.046 INFO  ProgressMeter -         LG03:7374867            117.0              13833000         118213.3
13:32:27.681 INFO  ProgressMeter -         LG03:7396882            118.1              13855000         117288.1
13:32:37.743 INFO  ProgressMeter -         LG03:7463273            118.3              13920000         117671.3
13:33:01.638 INFO  ProgressMeter -         LG03:7484935            118.7              13938000         117428.2
13:33:12.228 INFO  ProgressMeter -         LG03:7536819            118.9              13989000         117682.8
13:33:56.752 INFO  ProgressMeter -         LG03:7567980            119.6              14019000         117203.6
13:34:06.761 INFO  ProgressMeter -         LG03:7656092            119.8              14102000         117733.3
13:34:30.057 INFO  ProgressMeter -         LG03:7671312            120.2              14116000         117469.4
13:34:40.083 INFO  ProgressMeter -         LG03:7754849            120.3              14187000         117896.3
13:35:25.206 INFO  ProgressMeter -         LG03:7770471            121.1              14202000         117287.9
13:35:35.323 INFO  ProgressMeter -         LG03:7870579            121.3              14285000         117809.3
13:35:58.179 INFO  ProgressMeter -         LG03:7896989            121.6              14309000         117637.7
13:36:08.190 INFO  ProgressMeter -         LG03:8002934            121.8              14400000         118223.6
13:36:52.804 INFO  ProgressMeter -         LG03:8033021            122.5              14428000         117734.8
13:37:02.822 INFO  ProgressMeter -         LG03:8187523            122.7              14514000         118275.4
13:37:26.125 INFO  ProgressMeter -         LG03:8247196            123.1              14548000         118178.5
13:37:36.161 INFO  ProgressMeter -         LG03:8364175            123.3              14631000         118691.4
13:38:23.317 INFO  ProgressMeter -         LG03:8476181            124.1              14676000         118302.2
13:38:34.393 INFO  ProgressMeter -         LG03:8672850            124.2              14785000         119003.8
13:38:59.690 INFO  ProgressMeter -         LG03:8700312            124.7              14812000         118817.9
13:39:09.785 INFO  ProgressMeter -         LG03:8769855            124.8              14878000         119186.4
13:39:55.239 INFO  ProgressMeter -         LG03:8796222            125.6              14899000         118634.7
13:40:06.536 INFO  ProgressMeter -         LG03:8889609            125.8              14973000         119045.5
13:40:30.839 INFO  ProgressMeter -         LG03:8993362            126.2              15035000         119154.7
13:40:40.854 INFO  ProgressMeter -         LG03:9086567            126.3              15123000         119693.7
13:41:27.069 INFO  ProgressMeter -         LG03:9089570            127.1              15126000         118992.1
13:41:37.150 INFO  ProgressMeter -         LG03:9223457            127.3              15219000         119565.7
13:41:59.390 INFO  ProgressMeter -         LG03:9234827            127.7              15230000         119304.6
13:42:09.391 INFO  ProgressMeter -         LG03:9316276            127.8              15306000         119743.6
13:42:57.845 INFO  ProgressMeter -         LG03:9326409            128.6              15316000         119069.6
13:43:07.900 INFO  ProgressMeter -         LG03:9402663            128.8              15390000         119489.2
13:43:28.763 INFO  ProgressMeter -         LG03:9413955            129.1              15399000         119237.2
13:43:39.515 INFO  ProgressMeter -         LG03:9491346            129.3              15474000         119651.9
13:44:20.302 INFO  ProgressMeter -         LG03:9501452            130.0              15484000         119103.2
13:44:30.373 INFO  ProgressMeter -         LG03:9598601            130.2              15563000         119556.5
13:44:53.209 INFO  ProgressMeter -         LG03:9615281            130.6              15579000         119330.5
13:45:03.271 INFO  ProgressMeter -         LG03:9697951            130.7              15651000         119728.2
13:45:50.662 INFO  ProgressMeter -         LG03:9745413            131.5              15677000         119206.8
13:46:00.720 INFO  ProgressMeter -         LG03:9832139            131.7              15762000         119700.6
13:46:21.100 INFO  ProgressMeter -         LG03:9833140            132.0              15763000         119400.2
13:46:31.830 INFO  ProgressMeter -         LG03:9894616            132.2              15824000         119700.1
13:47:11.679 INFO  ProgressMeter -         LG03:9915651            132.9              15845000         119259.8
13:47:38.925 INFO  ProgressMeter -         LG03:9998000            133.3              15927000         119468.7
13:47:48.963 INFO  ProgressMeter -        LG03:10056488            133.5              15985000         119753.4
13:48:30.607 INFO  ProgressMeter -        LG03:10082889            134.2              16009000         119312.8
13:48:40.623 INFO  ProgressMeter -        LG03:10167773            134.3              16085000         119730.3
13:49:04.951 INFO  ProgressMeter -        LG03:10180482            134.7              16097000         119459.1
13:49:14.967 INFO  ProgressMeter -        LG03:10244609            134.9              16160000         119778.2
13:49:53.755 INFO  ProgressMeter -        LG03:10261297            135.6              16176000         119325.1
13:50:03.763 INFO  ProgressMeter -        LG03:10329892            135.7              16241000         119657.3
13:50:25.202 INFO  ProgressMeter -        LG03:10357984            136.1              16265000         119519.5
13:51:18.333 INFO  ProgressMeter -        LG03:10457709            137.0              16355000         119403.9
13:51:28.444 INFO  ProgressMeter -        LG03:10526329            137.1              16423000         119753.0
13:51:49.717 INFO  ProgressMeter -        LG03:10543184            137.5              16439000         119560.6
13:52:34.134 INFO  ProgressMeter -        LG03:10623256            138.2              16518000         119491.8
13:52:44.789 INFO  ProgressMeter -        LG03:10684698            138.4              16579000         119779.2
13:53:04.154 INFO  ProgressMeter -        LG03:10704796            138.7              16599000         119644.7
13:53:14.207 INFO  ProgressMeter -        LG03:10817236            138.9              16688000         120141.1
13:53:39.240 INFO  ProgressMeter -        LG03:10863527            139.3              16719000         120003.8
GENOMICSDB_TIMER,GenomicsDB iterator next() timer,Wall-clock time(s),7218.234730498122,Cpu time(s),1032.3042547469356
13:53:48.574 INFO  ProgressMeter -        LG03:10946265            139.5              16800781         120456.3
13:53:48.574 INFO  ProgressMeter - Traversal complete. Processed 16800781 total variants in 139.5 minutes.
13:53:48.585 INFO  GenotypeGVCFs - Shutting down engine
[January 21, 2022 1:53:48 PM PST] org.broadinstitute.hellbender.tools.walkers.GenotypeGVCFs done. Elapsed time: 139.50 minutes.
Runtime.totalMemory()=1703936000
